"20/03/2020";"2.02";"0.3979";"-6.20"
"13/03/2020";"2.15";"0.4530";"-5.11"
"06/03/2020";"2.27";"0.4971";"-0.18"
"28/02/2020";"2.27";"0.5095";"-0.44"
"21/02/2020";"2.28";"0.5236";"0.36"
